"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date"
"1823","City Hotel",0,124,2016,"August",32,4,0,1,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","A",0,"No Deposit","9","NULL",0,"Transient",127.8,1,1,"Check-Out","2016-08-05"
"1824","City Hotel",0,55,2016,"May",23,29,2,1,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",1,"No Deposit","NULL","NULL",0,"Transient-Party",120,0,0,"Check-Out","2016-06-01"
"1825","Resort Hotel",0,49,2017,"April",14,8,2,5,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"D","E",0,"No Deposit","40","NULL",0,"Contract",70.4,0,1,"Check-Out","2017-04-15"
"1826","Resort Hotel",0,0,2016,"March",10,2,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",1,"No Deposit","NULL","NULL",0,"Transient",45,0,0,"Check-Out","2016-03-03"
"1827","City Hotel",1,130,2017,"August",31,2,0,3,2,0,0,"SC","CHE","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",125,0,2,"Canceled","2017-04-06"
"1828","City Hotel",1,106,2016,"October",41,7,1,2,2,0,0,"BB","GRC","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",118.8,0,1,"Canceled","2016-09-26"
"1829","City Hotel",0,169,2016,"July",31,24,2,1,2,1,0,"BB","BEL","Direct","Direct",0,0,0,"D","D",0,"No Deposit","NULL","NULL",0,"Transient",128.4,0,2,"Check-Out","2016-07-27"
"1830","Resort Hotel",0,0,2016,"January",3,12,0,1,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"D","D",1,"No Deposit","240","NULL",0,"Transient",86,0,0,"Check-Out","2016-01-13"
"1831","City Hotel",0,16,2017,"July",27,6,0,2,2,0,0,"BB","CHN","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","9","NULL",0,"Transient",171,0,1,"Check-Out","2017-07-08"
"1832","Resort Hotel",0,6,2016,"August",33,13,1,1,2,2,0,"HB","ESP","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240","NULL",0,"Transient",359,0,2,"Check-Out","2016-08-15"
"1833","City Hotel",1,426,2016,"September",37,8,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",62,0,0,"Canceled","2015-10-21"
"1834","Resort Hotel",0,10,2017,"February",6,6,1,1,2,0,0,"Undefined","PRT","Groups","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","507",0,"Transient-Party",90,0,0,"Check-Out","2017-02-08"
"1835","City Hotel",0,76,2015,"September",38,13,2,4,1,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","14","NULL",0,"Transient",80.75,0,0,"Check-Out","2015-09-19"
"1836","Resort Hotel",0,8,2016,"December",50,10,1,1,2,0,0,"BB","PRT","Complementary","Direct",0,0,0,"A","D",0,"No Deposit","NULL","NULL",0,"Transient",0,0,1,"Check-Out","2016-12-12"
"1837","City Hotel",1,104,2017,"May",20,15,1,2,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",160,0,0,"Canceled","2017-01-31"
"1838","City Hotel",0,3,2017,"April",14,2,2,3,1,0,0,"BB","AGO","Direct","Direct",1,0,1,"A","A",0,"No Deposit","14","NULL",0,"Transient",107,0,1,"Check-Out","2017-04-07"
"1839","Resort Hotel",1,23,2016,"October",43,16,2,2,2,0,0,"HB","PRT","Groups","Corporate",0,0,0,"E","E",0,"No Deposit","NULL","NULL",0,"Transient-Party",81,0,0,"Canceled","2016-10-06"
"1840","City Hotel",0,31,2017,"January",4,22,2,3,1,0,0,"SC","DEU","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","9","NULL",0,"Transient",67.58,0,1,"Check-Out","2017-01-27"
"1841","City Hotel",0,257,2015,"July",27,1,0,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","6","NULL",0,"Transient",101.5,0,0,"Check-Out","2015-07-03"
"1842","City Hotel",1,211,2016,"May",21,20,0,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","6","NULL",111,"Transient",100,0,0,"Canceled","2016-03-18"
"1843","City Hotel",0,44,2015,"November",46,11,0,3,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","28","NULL",0,"Group",60,0,1,"Check-Out","2015-11-14"
"1844","Resort Hotel",1,7,2016,"October",41,5,1,4,2,0,0,"BB","PRT","Groups","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","405",0,"Transient-Party",50,0,0,"Canceled","2016-09-28"
"1845","City Hotel",1,58,2016,"June",23,1,0,3,1,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",140.4,0,0,"Canceled","2016-04-05"
"1846","Resort Hotel",0,50,2017,"March",11,13,1,4,2,0,0,"BB","FIN","Online TA","TA/TO",0,0,0,"D","D",1,"No Deposit","242","NULL",0,"Transient",70,0,1,"Check-Out","2017-03-18"
"1847","City Hotel",1,37,2016,"October",42,13,0,3,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","56","NULL",0,"Transient-Party",95,0,0,"Canceled","2016-09-06"
"1848","City Hotel",0,0,2016,"June",24,9,0,1,2,0,0,"SC","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","152","NULL",0,"Transient",69.01,0,0,"Check-Out","2016-06-10"
"1849","City Hotel",0,72,2017,"July",28,10,1,2,2,0,0,"HB","BEL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient-Party",178,0,0,"Check-Out","2017-07-13"
"1850","City Hotel",0,7,2016,"March",14,30,0,1,2,1,0,"BB","IRL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",119,0,0,"Check-Out","2016-03-31"
"1851","City Hotel",0,259,2016,"December",50,7,0,4,3,0,0,"BB","AUT","Online TA","TA/TO",0,0,0,"D","D",1,"No Deposit","9","NULL",0,"Transient",104.55,0,1,"Check-Out","2016-12-11"
"1852","City Hotel",0,1,2015,"September",36,1,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Contract",105,0,0,"Check-Out","2015-09-02"
"1853","Resort Hotel",0,101,2016,"February",7,13,2,5,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","6","NULL",0,"Transient",26,0,0,"Check-Out","2016-02-20"
"1854","City Hotel",1,14,2016,"November",45,3,0,1,1,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",112,0,1,"Canceled","2016-10-28"
"1855","Resort Hotel",0,32,2017,"April",14,5,0,3,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","F",0,"No Deposit","240","NULL",0,"Transient",75,0,2,"Check-Out","2017-04-08"
"1856","City Hotel",1,314,2015,"August",35,27,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund","1","NULL",0,"Contract",62,0,0,"Canceled","2015-01-01"
"1857","City Hotel",1,120,2016,"April",15,5,0,4,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","11","NULL",0,"Transient",94.86,0,0,"Canceled","2016-03-22"
"1858","City Hotel",0,130,2017,"May",21,23,1,5,2,0,0,"BB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","85","NULL",0,"Transient",89.1,0,1,"Check-Out","2017-05-29"
"1859","Resort Hotel",1,225,2017,"April",17,26,2,5,2,0,1,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","241","NULL",0,"Transient",41.58,0,2,"Canceled","2017-01-09"
"1860","City Hotel",0,112,2017,"May",19,11,0,1,2,0,0,"BB","USA","Online TA","TA/TO",0,0,0,"A","F",0,"No Deposit","8","NULL",0,"Transient",126,0,0,"Check-Out","2017-05-12"
"1861","City Hotel",1,177,2016,"May",20,8,2,0,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","3","NULL",0,"Transient",121,0,0,"Canceled","2016-01-07"
"1862","City Hotel",0,3,2016,"March",13,21,1,3,2,1,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",129,0,2,"Check-Out","2016-03-25"
"1863","Resort Hotel",0,34,2016,"July",30,18,1,1,2,0,0,"BB","NLD","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",191,1,1,"Check-Out","2016-07-20"
"1864","Resort Hotel",0,14,2016,"January",3,12,0,4,2,0,0,"HB","FIN","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","242","NULL",0,"Transient",74.8,0,1,"Check-Out","2016-01-16"
"1865","Resort Hotel",0,468,2016,"May",20,12,0,2,2,0,0,"HB","FRA","Groups","TA/TO",0,0,0,"A","F",0,"No Deposit","249","NULL",0,"Transient-Party",67,0,0,"Check-Out","2016-05-14"
"1866","Resort Hotel",1,30,2017,"March",13,30,1,3,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",65,0,2,"Canceled","2017-03-07"
"1867","City Hotel",1,422,2017,"June",24,13,0,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","229","NULL",0,"Transient",90,0,0,"Canceled","2017-05-05"
"1868","City Hotel",0,1,2015,"September",40,30,0,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2015-10-01"
"1869","City Hotel",0,7,2016,"May",19,5,0,3,2,0,0,"BB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","6","NULL",0,"Transient-Party",144,0,0,"Check-Out","2016-05-08"
"1870","City Hotel",1,307,2015,"August",34,20,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund","1","NULL",0,"Contract",62,0,0,"Canceled","2015-01-01"
"1871","City Hotel",1,277,2016,"November",46,7,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",100,0,0,"Canceled","2016-04-04"
"1872","City Hotel",1,75,2017,"August",35,31,0,3,3,0,0,"HB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",193.33,0,0,"Canceled","2017-06-29"
"1873","Resort Hotel",1,8,2017,"July",30,25,0,3,2,1,0,"BB","PRT","Direct","Direct",0,0,0,"D","D",0,"No Deposit","250","NULL",0,"Transient",211.3,0,0,"Canceled","2017-07-17"
"1874","Resort Hotel",1,77,2017,"August",35,28,2,5,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","69","NULL",0,"Transient",163,0,0,"Canceled","2017-06-29"
"1875","Resort Hotel",0,97,2017,"August",35,27,2,5,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","40","NULL",0,"Contract",118.5,0,1,"Check-Out","2017-09-03"
"1876","City Hotel",1,159,2017,"August",32,10,1,3,1,0,0,"BB","DNK","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",121.5,0,0,"Canceled","2017-03-13"
"1877","City Hotel",0,101,2016,"December",50,8,0,3,2,2,0,"BB","ESP","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",165.6,0,1,"Check-Out","2016-12-11"
"1878","Resort Hotel",0,174,2015,"October",41,7,2,5,1,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","171","NULL",0,"Transient-Party",67,0,1,"Check-Out","2015-10-14"
"1879","City Hotel",0,32,2017,"January",5,30,1,3,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90.1,0,0,"Check-Out","2017-02-03"
"1880","City Hotel",1,9,2016,"March",14,31,0,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","B",0,"No Deposit","NULL","227",0,"Transient-Party",95,0,0,"Canceled","2016-03-31"
"1881","Resort Hotel",0,39,2015,"December",50,6,2,0,2,0,0,"HB","ESP","Offline TA/TO","TA/TO",0,0,0,"E","E",0,"No Deposit","175","NULL",0,"Transient",63.72,0,0,"Check-Out","2015-12-08"
"1882","City Hotel",0,114,2017,"February",7,15,0,4,2,0,0,"BB","ESP","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","NULL","242",0,"Transient-Party",78,0,0,"Check-Out","2017-02-19"
"1883","City Hotel",0,4,2017,"July",27,4,0,1,1,0,0,"SC","JPN","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit","7","NULL",0,"Transient",82.08,0,0,"Check-Out","2017-07-05"
"1884","City Hotel",0,180,2017,"March",11,15,0,3,2,0,0,"HB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","28","NULL",0,"Transient",105,0,0,"Check-Out","2017-03-18"
"1885","Resort Hotel",0,63,2017,"April",16,17,1,4,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",97,1,1,"Check-Out","2017-04-22"
"1886","City Hotel",0,253,2016,"December",50,8,0,3,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",78.3,0,2,"Check-Out","2016-12-11"
"1887","Resort Hotel",0,0,2016,"September",36,1,2,3,2,0,0,"HB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","250","NULL",0,"Transient",153,0,0,"Check-Out","2016-09-06"
"1888","Resort Hotel",1,51,2016,"September",39,18,2,1,1,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",71,0,1,"Canceled","2016-08-18"
"1889","City Hotel",1,265,2015,"July",28,9,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"1890","City Hotel",0,13,2015,"October",42,12,1,4,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Contract",126,0,1,"Check-Out","2015-10-17"
"1891","City Hotel",1,75,2016,"July",30,23,2,5,2,1,0,"BB","HUN","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",123.3,0,0,"Canceled","2016-05-09"
"1892","Resort Hotel",0,131,2016,"June",26,20,2,5,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"E","E",0,"No Deposit","8","NULL",0,"Transient",81.2,0,0,"Check-Out","2016-06-27"
"1893","City Hotel",1,77,2015,"November",47,16,1,4,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Contract",72.25,0,2,"Canceled","2015-09-28"
"1894","Resort Hotel",1,44,2015,"December",49,5,2,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","134","NULL",0,"Transient-Party",70,0,0,"Canceled","2015-11-30"
"1895","City Hotel",1,54,2016,"May",21,21,0,1,2,0,0,"SC","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",116.1,0,0,"Canceled","2016-03-31"
"1896","Resort Hotel",1,8,2017,"August",33,18,2,5,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"E","E",0,"No Deposit","40","NULL",0,"Transient",146,0,0,"Canceled","2017-08-14"
"1897","City Hotel",0,5,2016,"November",47,19,2,1,2,1,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","9","NULL",0,"Transient",107.67,0,2,"Check-Out","2016-11-22"
"1898","City Hotel",1,32,2015,"October",44,26,1,4,2,0,0,"BB","PRT","Online TA","TA/TO",0,1,0,"B","B",0,"No Deposit","9","NULL",0,"Contract",103.95,0,0,"Canceled","2015-10-05"
"1899","City Hotel",0,448,2017,"June",24,17,2,2,2,0,0,"BB","AUS","Groups","TA/TO",0,0,0,"A","A",1,"No Deposit","229","NULL",0,"Transient-Party",107,0,1,"Check-Out","2017-06-21"
"1900","Resort Hotel",1,306,2016,"August",35,22,1,5,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240","NULL",0,"Transient",198,0,0,"Canceled","2016-06-21"
"1901","City Hotel",0,8,2017,"January",3,18,0,2,1,0,0,"BB","ESP","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit","335","NULL",0,"Transient",70,0,0,"Check-Out","2017-01-20"
"1902","Resort Hotel",0,14,2017,"July",30,27,1,3,2,0,0,"HB","GBR","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","40","NULL",0,"Contract",165,0,0,"Check-Out","2017-07-31"
"1903","City Hotel",1,180,2015,"October",42,16,0,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","3","NULL",0,"Transient",70,0,0,"Canceled","2015-08-31"
"1904","City Hotel",0,62,2016,"July",30,17,2,1,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",105.3,0,1,"Check-Out","2016-07-20"
"1905","Resort Hotel",1,7,2016,"June",26,21,0,0,1,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","339","NULL",0,"Transient",0,0,0,"No-Show","2016-06-21"
"1906","City Hotel",0,53,2017,"March",11,14,0,3,1,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","94","NULL",0,"Transient-Party",65,0,1,"Check-Out","2017-03-17"
"1907","City Hotel",1,10,2016,"February",7,9,0,3,2,0,0,"BB","LUX","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient-Party",93,0,1,"No-Show","2016-02-09"
"1908","City Hotel",1,37,2016,"October",42,13,0,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","56","NULL",0,"Transient-Party",105,0,0,"Canceled","2016-09-06"
"1909","City Hotel",1,71,2016,"September",36,2,1,2,2,1,0,"BB","POL","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit","9","NULL",0,"Transient",152.1,0,2,"No-Show","2016-09-02"
"1910","City Hotel",0,213,2016,"October",41,6,0,1,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,1,"D","G",0,"No Deposit","8","NULL",0,"Group",122.4,0,1,"Check-Out","2016-10-07"
"1911","City Hotel",0,44,2016,"November",45,3,0,3,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",93.33,0,1,"Check-Out","2016-11-06"
"1912","Resort Hotel",0,159,2017,"March",11,14,6,15,2,0,0,"HB","NLD","Offline TA/TO","TA/TO",0,0,0,"E","E",0,"No Deposit","75","NULL",0,"Transient",68.4,0,1,"Check-Out","2017-04-04"
"1913","City Hotel",1,145,2017,"June",26,26,1,4,3,0,0,"BB","POL","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",162,0,0,"Canceled","2017-02-26"
"1914","City Hotel",0,166,2016,"October",41,3,1,3,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","8","NULL",0,"Transient",122.4,0,1,"Check-Out","2016-10-07"
"1915","City Hotel",0,172,2016,"September",39,18,2,1,2,0,0,"BB","DEU","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","22","NULL",0,"Transient",90.95,0,1,"Check-Out","2016-09-21"
"1916","City Hotel",1,112,2017,"April",15,12,0,3,3,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",172.5,0,1,"Canceled","2017-01-08"
"1917","City Hotel",0,0,2016,"March",10,1,0,2,1,0,0,"SC","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",89,0,1,"Check-Out","2016-03-03"
"1918","Resort Hotel",0,7,2016,"April",18,30,0,1,2,0,0,"BB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","6","NULL",0,"Transient",46,0,0,"Check-Out","2016-05-01"
"1919","City Hotel",0,95,2017,"August",33,19,2,3,1,0,0,"BB","ARG","Offline TA/TO","TA/TO",0,0,0,"A","A",2,"No Deposit","98","NULL",0,"Transient-Party",115,0,0,"Check-Out","2017-08-24"
"1920","Resort Hotel",0,51,2015,"July",27,3,0,2,2,0,0,"BB","POL","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","242","NULL",0,"Transient",97,0,0,"Check-Out","2015-07-05"
"1921","City Hotel",1,109,2017,"July",30,26,2,9,3,0,0,"BB","CN","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","9","NULL",0,"Transient",225,0,0,"Canceled","2017-04-12"
"1922","Resort Hotel",0,36,2015,"November",47,20,0,2,1,0,0,"FB","ESP","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","38","NULL",0,"Transient-Party",0,0,0,"Check-Out","2015-11-22"
"1923","Resort Hotel",0,5,2015,"October",42,11,2,5,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","242","NULL",0,"Transient",92.71,0,0,"Check-Out","2015-10-18"
"1924","City Hotel",0,142,2017,"August",35,31,0,3,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","85","NULL",0,"Transient",86.1,0,0,"Check-Out","2017-09-03"
"1925","Resort Hotel",0,124,2017,"July",30,23,4,6,2,0,0,"Undefined","GBR","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","40","NULL",0,"Contract",158.85,0,2,"Check-Out","2017-08-02"
"1926","Resort Hotel",1,206,2016,"October",44,27,2,5,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"D","D",3,"No Deposit","240","NULL",0,"Transient",55.25,0,1,"Canceled","2016-07-25"
"1927","Resort Hotel",0,196,2016,"September",40,30,4,10,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240","NULL",0,"Transient",84.76,0,1,"Check-Out","2016-10-14"
"1928","City Hotel",0,116,2017,"March",12,24,0,2,2,0,0,"BB","FRA","Groups","TA/TO",0,0,0,"A","A",1,"No Deposit","171","NULL",0,"Transient-Party",100,0,1,"Check-Out","2017-03-26"
"1929","City Hotel",1,24,2017,"April",17,27,0,3,2,0,0,"SC","NLD","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",115,0,0,"Canceled","2017-04-19"
"1930","City Hotel",0,115,2016,"February",9,27,2,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","B",1,"No Deposit","134","NULL",0,"Transient-Party",76,0,0,"Check-Out","2016-03-02"
"1931","City Hotel",1,193,2016,"June",26,20,1,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","162","NULL",39,"Transient",120,0,0,"Canceled","2016-01-18"
"1932","City Hotel",0,5,2016,"December",49,2,0,2,3,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",166.5,0,2,"Check-Out","2016-12-04"
"1933","Resort Hotel",1,96,2016,"July",32,31,2,5,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",241,0,0,"Canceled","2016-06-24"
"1934","City Hotel",0,55,2015,"September",37,6,2,0,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","D",0,"No Deposit","1","NULL",0,"Transient-Party",75,0,0,"Check-Out","2015-09-08"
"1935","Resort Hotel",0,156,2017,"July",29,16,5,10,2,0,0,"HB","FRA","Offline TA/TO","TA/TO",0,0,0,"D","D",1,"No Deposit","134","NULL",0,"Transient",171,0,0,"Check-Out","2017-07-31"
"1936","City Hotel",0,2,2016,"February",6,6,0,1,2,0,0,"SC","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient-Party",81,0,1,"Check-Out","2016-02-07"
"1937","City Hotel",0,31,2016,"October",42,14,1,2,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","28","NULL",0,"Transient",85,0,0,"Check-Out","2016-10-17"
"1938","City Hotel",0,22,2015,"September",36,1,1,5,1,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Contract",95,0,2,"Check-Out","2015-09-07"
"1939","City Hotel",0,42,2016,"August",34,14,2,2,2,1,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",152.1,0,1,"Check-Out","2016-08-18"
"1940","City Hotel",0,2,2016,"November",48,20,2,1,2,0,0,"SC","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",92.67,0,1,"Check-Out","2016-11-23"
"1941","City Hotel",1,52,2017,"March",11,13,1,1,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","56","NULL",0,"Transient",80,0,0,"Canceled","2017-01-20"
"1942","City Hotel",1,330,2015,"September",37,12,2,1,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2015-01-01"
"1943","City Hotel",0,423,2017,"July",29,22,1,1,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","6","NULL",0,"Transient-Party",122.4,0,1,"Check-Out","2017-07-24"
"1944","Resort Hotel",0,251,2017,"July",27,3,1,4,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",2,"No Deposit","240","NULL",0,"Transient",114.5,0,1,"Check-Out","2017-07-08"
"1945","Resort Hotel",1,26,2015,"December",51,19,0,1,2,0,0,"BB","PRT","Direct","Direct",0,1,0,"D","D",0,"No Deposit","NULL","NULL",0,"Transient",48,0,0,"Canceled","2015-12-10"
"1946","City Hotel",1,367,2015,"October",43,19,1,1,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund","1","NULL",0,"Contract",62,0,0,"Canceled","2015-01-01"
"1947","City Hotel",1,17,2016,"February",8,19,3,7,1,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",107.7,0,1,"No-Show","2016-02-19"
"1948","City Hotel",0,140,2015,"November",47,18,0,4,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",1,"No Deposit","29","NULL",87,"Transient-Party",75,0,0,"Check-Out","2015-11-22"
